symbol,fiscal_year,is_standard_period,roe,debt_to_equity,book_value_cr,bv_per_share,eps,net_profit_cr,equity_cr,borrowings_cr,revenue_cr,interest_expense_cr,revenue_growth_pct,earnings_growth_pct
PNB,Mar 2015,True,8.38,0.0,42040.0,113315.36,9501.35,3525.0,42040.0,0.0,,31343.0,,
PNB,Mar 2016,True,-8.4,0.0,41805.0,106374.05,-8931.3,-3510.0,41805.0,0.0,,34331.0,,-199.57
PNB,Mar 2017,True,2.85,0.0,43416.0,101915.49,2908.45,1239.0,43416.0,0.0,,32722.0,,
PNB,Mar 2018,True,-29.17,0.0,41517.0,75211.96,-21940.22,-12111.0,41517.0,0.0,,33530.0,,-1077.48
PNB,Mar 2019,True,-20.72,0.0,46085.0,50038.0,-10369.16,-9550.0,46085.0,0.0,,34656.0,,
PNB,Mar 2020,True,0.76,0.0,63877.0,47386.5,359.79,485.0,63877.0,0.0,,36997.0,,
PNB,Mar 2021,True,2.91,0.0,92535.0,44148.38,1285.78,2695.0,92535.0,0.0,,50805.0,,455.67
PNB,Mar 2022,True,4.0,0.0,97582.0,44315.17,1774.75,3908.0,97582.0,0.0,,46823.0,,45.01
PNB,Mar 2023,True,3.26,0.0,102880.0,46721.16,1525.43,3359.0,102880.0,0.0,,51817.0,,-14.05
PNB,Mar 2024,True,8.3,0.0,110387.0,50130.34,4158.49,9157.0,110387.0,0.0,,68534.0,,172.61
PNB,Mar 2025,True,13.94,0.0,133138.0,57911.27,8070.03,18553.0,133138.0,0.0,,80704.0,,102.61
PNB,Mar 2026,True,12.31,0.0,149973.0,65234.01,8032.62,18467.0,149973.0,0.0,,88069.0,,-0.46
RECLTD,Mar 2015,True,21.31,0.0,25072.0,25402.23,5414.39,5344.0,25072.0,0.0,,11840.0,,
RECLTD,Mar 2016,True,19.7,0.0,28893.0,29273.56,5765.96,5691.0,28893.0,0.0,,14282.0,,6.49
RECLTD,Mar 2017,True,18.75,0.0,33671.0,17048.61,3196.46,6313.0,33671.0,0.0,,13462.0,,10.93
RECLTD,Mar 2018,True,13.66,0.0,32588.0,16500.25,2253.67,4451.0,32588.0,0.0,,13333.0,,-29.49
RECLTD,Mar 2019,True,16.62,0.0,34546.0,17491.65,2906.84,5741.0,34546.0,0.0,,15639.0,,28.98
RECLTD,Mar 2020,True,14.05,0.0,35397.0,17922.53,2517.47,4972.0,35397.0,0.0,,18991.0,,-13.39
RECLTD,Mar 2021,True,19.14,0.0,43764.0,22158.99,4242.03,8378.0,43764.0,0.0,,21489.0,,68.5
RECLTD,Mar 2022,True,19.56,0.0,51314.0,25981.77,5081.52,10036.0,51314.0,0.0,,22051.0,,19.79
RECLTD,Mar 2023,True,19.21,0.0,58120.0,22073.68,4241.17,11167.0,58120.0,0.0,,23733.0,,11.27
RECLTD,Mar 2024,True,20.4,0.0,69350.0,26338.78,5372.2,14145.0,69350.0,0.0,,29948.0,,26.67
RECLTD,Mar 2025,True,20.27,0.0,78376.0,29766.81,6032.66,15884.0,78376.0,0.0,,34131.0,,12.29
RECLTD,Mar 2026,True,19.17,0.0,85054.0,32303.08,6193.7,16308.0,85054.0,0.0,,36238.0,,2.67
RVNL,Mar 2015,True,11.01,82.16,3060.0,1467.63,161.63,337.0,3060.0,2514.0,3147.0,15.0,,
RVNL,Mar 2016,True,12.54,76.68,3422.0,1641.25,205.76,429.0,3422.0,2624.0,4540.0,23.0,44.26,27.3
RVNL,Mar 2017,True,12.45,68.51,3557.0,1706.0,212.47,443.0,3557.0,2437.0,5915.0,35.0,30.29,3.26
RVNL,Mar 2018,True,14.53,57.57,3924.0,1882.01,273.38,570.0,3924.0,2259.0,7597.0,45.0,28.44,28.67
RVNL,Mar 2019,True,15.65,68.79,4396.0,2108.39,329.98,688.0,4396.0,3024.0,10069.0,52.0,32.54,20.7
RVNL,Mar 2020,True,14.79,83.16,5119.0,2455.16,363.07,757.0,5119.0,4257.0,14531.0,41.0,44.31,10.03
RVNL,Mar 2021,True,17.6,105.23,5636.0,2703.12,475.78,992.0,5636.0,5931.0,15404.0,458.0,6.01,31.04
RVNL,Mar 2022,True,17.55,105.03,6325.0,3033.57,532.37,1110.0,6325.0,6643.0,19382.0,564.0,25.82,11.9
RVNL,Mar 2023,True,18.52,88.89,7246.0,3475.3,643.65,1342.0,7246.0,6441.0,20282.0,581.0,4.64,20.9
RVNL,Mar 2024,True,17.78,69.17,8722.0,4183.21,743.88,1551.0,8722.0,6033.0,21879.0,568.0,7.87,15.57
RVNL,Mar 2025,True,13.39,56.62,9571.0,4590.41,614.87,1282.0,9571.0,5419.0,19923.0,540.0,-8.94,-17.34
RVNL,Mar 2026,True,8.87,49.05,9822.0,4710.79,417.75,871.0,9822.0,4818.0,20412.0,419.0,2.45,-32.06
RELIANCE,Mar 2015,True,10.82,77.0,218499.0,74243.63,8032.62,23640.0,218499.0,168251.0,374372.0,3316.0,,
RELIANCE,Mar 2016,True,12.9,84.09,231556.0,78546.81,10129.24,29861.0,231556.0,194714.0,272583.0,3691.0,-27.19,26.32
RELIANCE,Mar 2017,True,11.31,82.47,263709.0,89120.99,10082.12,29833.0,263709.0,217475.0,303954.0,3849.0,11.51,-0.09
RELIANCE,Mar 2018,True,12.29,81.72,293506.0,49561.97,6092.54,36080.0,293506.0,239843.0,390823.0,8052.0,28.58,20.94
RELIANCE,Mar 2019,True,10.29,79.49,387112.0,65324.33,6722.41,39837.0,387112.0,307714.0,568337.0,16495.0,45.42,10.41
RELIANCE,Mar 2020,True,8.88,79.06,449166.0,70857.55,6291.21,39880.0,449166.0,355133.0,596679.0,22027.0,4.99,0.11
RELIANCE,Mar 2021,True,7.68,39.84,700172.0,108638.01,8338.09,53739.0,700172.0,278962.0,466307.0,21189.0,-21.85,34.75
RELIANCE,Mar 2022,True,8.7,40.94,779485.0,115223.21,10028.82,67845.0,779485.0,319158.0,694673.0,14584.0,48.97,26.25
RELIANCE,Mar 2023,True,10.35,63.09,715872.0,105804.32,10950.04,74088.0,715872.0,451664.0,876396.0,19571.0,26.16,9.2
RELIANCE,Mar 2024,True,9.96,44.2,793481.0,117274.76,11678.98,79020.0,793481.0,350719.0,899041.0,23118.0,2.58,6.66
RELIANCE,Mar 2025,True,9.64,44.39,843200.0,62311.56,6008.65,81309.0,843200.0,374313.0,962820.0,24269.0,7.09,2.9
RELIANCE,Mar 2026,True,10.59,44.57,904030.0,66806.83,7076.12,95754.0,904030.0,402962.0,1055780.0,27061.0,9.65,17.77
SJVN,Mar 2015,True,16.44,25.95,10203.0,2466.28,405.37,1677.0,10203.0,2648.0,2816.0,65.0,,
SJVN,Mar 2016,True,12.48,23.41,11303.0,2732.17,341.07,1411.0,11303.0,2646.0,2494.0,218.0,-11.43,-15.86
SJVN,Mar 2017,True,13.45,21.03,11490.0,2777.37,373.46,1545.0,11490.0,2416.0,2679.0,55.0,7.42,9.5
SJVN,Mar 2018,True,11.45,20.85,10700.0,2722.65,311.7,1225.0,10700.0,2231.0,2228.0,101.0,-16.83,-20.71
SJVN,Mar 2019,True,12.16,19.16,11246.0,2861.58,347.84,1367.0,11246.0,2155.0,2645.0,251.0,18.72,11.59
SJVN,Mar 2020,True,13.0,18.57,12051.0,3066.41,398.73,1567.0,12051.0,2238.0,2703.0,344.0,2.19,14.63
SJVN,Mar 2021,True,12.87,17.0,12791.0,3254.71,418.83,1646.0,12791.0,2174.0,2485.0,42.0,-8.07,5.04
SJVN,Mar 2022,True,7.52,52.43,13171.0,3351.4,251.91,990.0,13171.0,6906.0,2417.0,226.0,-2.74,-39.85
SJVN,Mar 2023,True,9.81,101.44,13860.0,3526.72,345.8,1359.0,13860.0,14059.0,2938.0,449.0,21.56,37.27
SJVN,Mar 2024,True,6.47,144.43,14071.0,3580.41,231.81,911.0,14071.0,20323.0,2579.0,482.0,-12.22,-32.97
SJVN,Mar 2025,True,5.77,190.6,14179.0,3607.89,208.14,818.0,14179.0,27025.0,3072.0,743.0,19.12,-10.21
SJVN,Mar 2026,True,4.51,226.69,14239.0,3623.16,163.36,642.0,14239.0,32278.0,4528.0,1298.0,47.4,-21.52
SRF,Mar 2015,True,13.2,106.05,2296.0,39586.21,5224.14,303.0,2296.0,2435.0,4540.0,138.0,,
SRF,Mar 2016,True,15.56,91.02,2763.0,47637.93,7413.79,430.0,2763.0,2515.0,4593.0,130.0,1.17,41.91
SRF,Mar 2017,True,16.18,75.3,3182.0,54862.07,8879.31,515.0,3182.0,2396.0,4822.0,102.0,4.99,19.77
SRF,Mar 2018,True,12.96,88.16,3564.0,61448.28,7965.52,462.0,3564.0,3142.0,5589.0,124.0,15.91,-10.29
SRF,Mar 2019,True,15.55,90.34,4129.0,71189.66,11068.97,642.0,4129.0,3730.0,7100.0,198.0,27.04,38.96
SRF,Mar 2020,True,20.66,83.82,4933.0,85051.72,17568.97,1019.0,4933.0,4135.0,7209.0,201.0,1.54,58.72
SRF,Mar 2021,True,17.47,50.6,6856.0,114266.67,19966.67,1198.0,6856.0,3469.0,8400.0,134.0,16.52,17.57
SRF,Mar 2022,True,22.05,42.67,8565.0,28838.38,6360.27,1889.0,8565.0,3655.0,12434.0,116.0,48.02,57.68
SRF,Mar 2023,True,20.94,43.36,10327.0,34771.04,7279.46,2162.0,10327.0,4478.0,14870.0,205.0,19.59,14.45
SRF,Mar 2024,True,11.64,43.83,11479.0,38649.83,4498.32,1336.0,11479.0,5031.0,13139.0,302.0,-11.64,-38.21
SRF,Mar 2025,True,9.91,37.43,12626.0,42511.78,4212.12,1251.0,12626.0,4726.0,14693.0,376.0,11.83,-6.36
SRF,Mar 2026,True,13.07,36.2,14042.0,47279.46,6178.45,1835.0,14042.0,5083.0,15787.0,278.0,7.45,46.68
MOTHERSON,Mar 2015,True,38.87,154.36,3324.0,37772.73,14681.82,1292.0,3324.0,5131.0,34661.0,318.0,,
MOTHERSON,Mar 2016,True,40.35,138.03,4397.0,33310.61,13439.39,1774.0,4397.0,6069.0,37216.0,345.0,7.37,37.31
MOTHERSON,Mar 2017,True,26.26,125.11,8272.0,59085.71,15514.29,2172.0,8272.0,10349.0,42376.0,375.0,13.87,22.44
MOTHERSON,Mar 2018,True,22.87,104.96,9884.0,47066.67,10761.9,2260.0,9884.0,10374.0,56303.0,411.0,32.87,4.05
MOTHERSON,Mar 2019,True,19.14,105.21,10963.0,34693.04,6639.24,2098.0,10963.0,11534.0,63523.0,423.0,12.82,-7.17
MOTHERSON,Mar 2020,True,11.49,116.65,11261.0,35636.08,4094.94,1294.0,11261.0,13136.0,60729.0,593.0,-4.4,-38.32
MOTHERSON,Mar 2021,True,12.49,94.98,12561.0,39750.0,4965.19,1569.0,12561.0,11930.0,57370.0,512.0,-5.53,21.25
MOTHERSON,Mar 2022,True,5.74,68.63,20588.0,45548.67,2615.04,1182.0,20588.0,14130.0,63536.0,543.0,10.75,-24.67
MOTHERSON,Mar 2023,True,7.44,61.43,22452.0,33115.04,2463.13,1670.0,22452.0,13792.0,78788.0,781.0,24.01,41.29
MOTHERSON,Mar 2024,True,11.55,76.17,26155.0,38576.7,4454.28,3020.0,26155.0,19922.0,98692.0,1811.0,25.26,80.84
MOTHERSON,Mar 2025,True,11.89,49.37,34881.0,49546.87,5889.2,4146.0,34881.0,17222.0,113663.0,1882.0,15.17,37.28
MOTHERSON,Mar 2026,True,9.97,46.78,40979.0,38842.65,3872.99,4086.0,40979.0,19170.0,126104.0,1624.0,10.95,-1.45
SHREECEM,Jun 2015,True,8.07,17.38,5276.0,150742.86,12171.43,426.0,5276.0,917.0,6259.0,121.0,,
SHREECEM,Mar 2016,True,,12.87,6846.0,195600.0,,,6846.0,881.0,,,,
SHREECEM,"Mar 2016
            
            
              9m",False,,,,,,1143.0,,0.0,5514.0,76.0,,
SHREECEM,Mar 2017,True,17.39,16.8,7698.0,219942.86,38257.14,1339.0,7698.0,1293.0,8594.0,129.0,,
SHREECEM,Mar 2018,True,15.56,38.25,8897.0,254200.0,39542.86,1384.0,8897.0,3403.0,9833.0,135.0,14.42,3.36
SHREECEM,Mar 2019,True,10.5,28.98,9671.0,276314.29,29000.0,1015.0,9671.0,2803.0,12555.0,248.0,27.68,-26.66
SHREECEM,Mar 2020,True,11.72,23.89,13169.0,365805.56,42888.89,1544.0,13169.0,3146.0,12868.0,291.0,2.49,52.12
SHREECEM,Mar 2021,True,14.87,14.48,15397.0,427694.44,63611.11,2290.0,15397.0,2230.0,13560.0,251.0,5.38,48.32
SHREECEM,Mar 2022,True,13.38,12.19,17460.0,485000.0,64916.67,2337.0,17460.0,2129.0,15010.0,216.0,10.69,2.05
SHREECEM,Mar 2023,True,6.81,14.62,18636.0,517666.67,35250.0,1269.0,18636.0,2725.0,17852.0,263.0,18.93,-45.7
SHREECEM,Mar 2024,True,11.57,8.0,20703.0,575083.33,66555.56,2396.0,20703.0,1656.0,20404.0,258.0,14.3,88.81
SHREECEM,Mar 2025,True,5.22,4.86,21538.0,598277.78,31222.22,1124.0,21538.0,1046.0,19283.0,205.0,-5.49,-53.09
SHREECEM,Mar 2026,True,7.52,8.03,23267.0,646305.56,48583.33,1749.0,23267.0,1868.0,20943.0,212.0,8.61,55.6
SHRIRAMFIN,Mar 2015,True,11.09,0.0,9266.0,40819.38,4528.63,1028.0,9266.0,0.0,,4706.0,,
SHRIRAMFIN,Mar 2016,True,11.64,0.0,10176.0,44828.19,5215.86,1184.0,10176.0,0.0,,5088.0,,15.18
SHRIRAMFIN,Mar 2017,True,11.17,0.0,11332.0,49920.7,5577.09,1266.0,11332.0,0.0,,5219.0,,6.93
SHRIRAMFIN,Mar 2018,True,18.62,0.0,13690.0,60308.37,11229.07,2549.0,13690.0,0.0,,6409.0,,101.34
SHRIRAMFIN,Mar 2019,True,16.14,0.0,15963.0,70321.59,11348.02,2576.0,15963.0,0.0,,7564.0,,1.06
SHRIRAMFIN,Mar 2020,True,13.85,0.0,18142.0,79920.7,11066.08,2512.0,18142.0,0.0,,8313.0,,-2.48
SHRIRAMFIN,Mar 2021,True,11.51,0.0,21717.0,85837.94,9877.47,2499.0,21717.0,0.0,,9089.0,,-0.52
SHRIRAMFIN,Mar 2022,True,10.43,0.0,26095.0,96291.51,10040.59,2721.0,26095.0,0.0,,9773.0,,8.88
SHRIRAMFIN,Mar 2023,True,13.84,0.0,43512.0,116342.25,16096.26,6020.0,43512.0,0.0,,12987.0,,121.24
SHRIRAMFIN,Mar 2024,True,15.12,0.0,48947.0,130178.19,19678.19,7399.0,48947.0,0.0,,14868.0,,22.91
SHRIRAMFIN,Mar 2025,True,16.96,0.0,56470.0,150186.17,25468.09,9576.0,56470.0,0.0,,18529.0,,29.42
SHRIRAMFIN,Mar 2026,True,15.21,0.0,65918.0,175313.83,26659.57,10024.0,65918.0,0.0,,21521.0,,4.68
SIEMENS,Mar 2026,True,19.9,2.24,13840.0,194929.58,38788.73,2754.0,13840.0,310.0,24846.0,34.0,,
SIEMENS,Sep 2015,True,22.94,0.49,5117.0,72070.42,16535.21,1174.0,5117.0,25.0,10563.0,30.0,-57.49,-57.37
SIEMENS,Sep 2016,True,42.83,0.37,6803.0,95816.9,41042.25,2914.0,6803.0,25.0,10837.0,11.0,2.59,148.21
SIEMENS,Sep 2017,True,14.79,0.0,7690.0,108309.86,16014.08,1137.0,7690.0,0.0,11065.0,8.0,2.1,-60.98
SIEMENS,Sep 2018,True,10.86,0.0,8299.0,116887.32,12690.14,901.0,8299.0,0.0,12795.0,8.0,15.63,-20.76
SIEMENS,Sep 2019,True,12.14,0.0,9049.0,127450.7,15478.87,1099.0,9049.0,0.0,13084.0,12.0,2.26,21.98
SIEMENS,Sep 2020,True,8.1,0.0,9492.0,133690.14,10830.99,769.0,9492.0,0.0,9946.0,30.0,-23.98,-30.03
SIEMENS,Sep 2021,True,10.52,0.04,10347.0,145732.39,15338.03,1089.0,10347.0,4.0,13198.0,24.0,32.7,41.61
SIEMENS,Sep 2022,True,13.29,1.57,11610.0,163521.13,21732.39,1543.0,11610.0,182.0,16138.0,36.0,22.28,41.69
SIEMENS,Sep 2023,True,14.99,1.34,13087.0,184323.94,27633.8,1962.0,13087.0,175.0,19554.0,23.0,21.17,27.15
SIEMENS,Sep 2024,True,17.7,1.82,15357.0,216295.77,38281.69,2718.0,15357.0,279.0,22240.0,60.0,13.74,38.53
SIEMENS,Sep 2025,True,15.92,1.1,13227.0,186295.77,29661.97,2106.0,13227.0,145.0,17364.0,15.0,-21.92,-22.52
SOLARINDS,Mar 2015,True,20.1,47.81,776.0,43111.11,8666.67,156.0,776.0,371.0,1276.0,18.0,,
SOLARINDS,Mar 2016,True,22.11,49.44,805.0,44722.22,9888.89,178.0,805.0,398.0,1449.0,20.0,13.56,14.1
SOLARINDS,Mar 2017,True,21.01,53.99,928.0,51555.56,10833.33,195.0,928.0,501.0,1580.0,27.0,9.04,9.55
SOLARINDS,Mar 2018,True,21.59,47.79,1084.0,60222.22,13000.0,234.0,1084.0,518.0,1916.0,33.0,21.27,20.0
SOLARINDS,Mar 2019,True,22.37,48.71,1238.0,68777.78,15388.89,277.0,1238.0,603.0,2462.0,50.0,28.5,18.38
SOLARINDS,Mar 2020,True,20.22,51.3,1380.0,76666.67,15500.0,279.0,1380.0,708.0,2237.0,55.0,-9.14,0.72
SOLARINDS,Mar 2021,True,18.24,51.17,1579.0,87722.22,16000.0,288.0,1579.0,808.0,2516.0,45.0,12.47,3.23
SOLARINDS,Mar 2022,True,23.77,46.39,1914.0,106333.33,25277.78,455.0,1914.0,888.0,3948.0,50.0,56.92,57.99
SOLARINDS,Mar 2023,True,31.07,45.79,2610.0,145000.0,45055.56,811.0,2610.0,1195.0,6918.0,90.0,75.23,78.24
SOLARINDS,Mar 2024,True,26.47,34.42,3306.0,183666.67,48611.11,875.0,3306.0,1138.0,6070.0,109.0,-12.26,7.89
SOLARINDS,Mar 2025,True,29.37,22.23,4386.0,243666.67,71555.56,1288.0,4386.0,975.0,7540.0,116.0,24.22,47.2
SOLARINDS,Mar 2026,True,27.67,24.28,6277.0,348722.22,96500.0,1737.0,6277.0,1524.0,9838.0,134.0,30.48,34.86
SONACOMS,Mar 2018,True,,,,,,78.0,,614.0,612.0,19.0,,
SONACOMS,Mar 2019,True,99.43,93.68,174.0,6214.29,6178.57,173.0,174.0,163.0,699.0,18.0,14.22,121.79
SONACOMS,Mar 2020,True,30.56,31.07,1178.0,25063.83,7659.57,360.0,1178.0,366.0,1038.0,26.0,48.5,108.09
SONACOMS,Mar 2021,True,15.62,32.49,1376.0,2401.4,375.22,215.0,1376.0,447.0,1566.0,33.0,50.87,-40.28
SONACOMS,Mar 2022,True,18.1,7.55,2000.0,3424.66,619.86,362.0,2000.0,151.0,2131.0,18.0,36.08,68.37
SONACOMS,Mar 2023,True,17.25,12.88,2290.0,3914.53,675.21,395.0,2290.0,295.0,2676.0,17.0,25.57,9.12
SONACOMS,Mar 2024,True,19.55,15.55,2650.0,4522.18,883.96,518.0,2650.0,412.0,3185.0,26.0,19.02,31.14
SONACOMS,Mar 2025,True,10.92,3.68,5495.0,8834.41,964.63,600.0,5495.0,202.0,3546.0,30.0,11.33,15.83
SONACOMS,Mar 2026,True,10.51,7.39,5983.0,9618.97,1011.25,629.0,5983.0,442.0,4449.0,23.0,25.47,4.83
SBIN,Mar 2015,True,11.05,0.0,161388.0,216048.19,23871.49,17832.0,161388.0,0.0,,133179.0,,
SBIN,Mar 2016,True,7.21,0.0,180592.0,232721.65,16777.06,13019.0,180592.0,0.0,,143047.0,,-26.99
SBIN,Mar 2017,True,-0.04,0.0,217192.0,272511.92,-121.71,-97.0,217192.0,0.0,,149115.0,,-100.75
SBIN,Mar 2018,True,-1.63,0.0,230321.0,258207.4,-4202.91,-3749.0,230321.0,0.0,,146603.0,,
SBIN,Mar 2019,True,1.43,0.0,234495.0,262886.77,3756.73,3351.0,234495.0,0.0,,155867.0,,
SBIN,Mar 2020,True,8.42,0.0,251060.0,281457.4,23699.55,21140.0,251060.0,0.0,,161124.0,,530.86
SBIN,Mar 2021,True,8.67,0.0,275561.0,308924.89,26780.27,23888.0,275561.0,0.0,,156010.0,,13.0
SBIN,Mar 2022,True,12.17,0.0,305588.0,342587.44,41684.98,37183.0,305588.0,0.0,,156194.0,,55.66
SBIN,Mar 2023,True,16.09,0.0,358931.0,402389.01,64742.15,57750.0,358931.0,0.0,,189981.0,,55.31
SBIN,Mar 2024,True,16.76,0.0,414939.0,465178.25,77963.0,69543.0,414939.0,0.0,,259736.0,,20.42
SBIN,Mar 2025,True,16.53,0.0,487036.0,546004.48,90272.42,80523.0,487036.0,0.0,,300943.0,,15.79
SBIN,Mar 2026,True,14.54,0.0,596131.0,645862.41,93895.99,86666.0,596131.0,0.0,,315005.0,,7.63
SAIL,Mar 2015,True,4.43,73.44,43772.0,10595.98,469.38,1939.0,43772.0,32146.0,46032.0,1555.0,,
SAIL,Mar 2016,True,-10.4,87.52,40152.0,9719.68,-1010.89,-4176.0,40152.0,35141.0,38793.0,2300.0,-15.73,-315.37
SAIL,Mar 2017,True,-7.44,111.75,37043.0,8967.08,-667.15,-2756.0,37043.0,41396.0,44210.0,2528.0,13.96,
SAIL,Mar 2018,True,-0.76,122.9,36947.0,8943.84,-68.02,-281.0,36947.0,45409.0,57496.0,2823.0,30.05,
SAIL,Mar 2019,True,5.92,113.93,39647.0,9597.43,568.63,2349.0,39647.0,45170.0,66973.0,3155.0,16.48,
SAIL,Mar 2020,True,5.11,130.39,41511.0,10048.66,513.44,2121.0,41511.0,54127.0,61664.0,3487.0,-7.93,-9.71
SAIL,Mar 2021,True,9.14,82.98,45407.0,10991.77,1004.12,4148.0,45407.0,37677.0,69114.0,2817.0,12.08,95.57
SAIL,Mar 2022,True,22.58,31.88,54212.0,13123.21,2963.69,12243.0,54212.0,17284.0,103477.0,1698.0,49.72,195.15
SAIL,Mar 2023,True,3.98,56.21,54747.0,13252.72,526.99,2177.0,54747.0,30773.0,104448.0,2037.0,0.94,-82.22
SAIL,Mar 2024,True,5.37,63.61,57102.0,13822.8,742.44,3067.0,57102.0,36323.0,105378.0,2474.0,0.89,40.88
SAIL,Mar 2025,True,4.03,62.7,58906.0,14259.5,574.2,2372.0,58906.0,36934.0,102479.0,2793.0,-2.75,-22.66
SAIL,Mar 2026,True,5.59,52.9,60356.0,14610.51,816.51,3373.0,60356.0,31928.0,110811.0,2158.0,8.13,42.2
SUNPHARMA,Mar 2015,True,21.36,35.09,25638.0,123855.07,26454.11,5476.0,25638.0,8996.0,27392.0,579.0,,
SUNPHARMA,Mar 2016,True,17.15,25.76,32983.0,136858.92,23477.18,5658.0,32983.0,8497.0,28487.0,523.0,4.0,3.32
SUNPHARMA,Mar 2017,True,21.41,26.83,36640.0,152666.67,32691.67,7846.0,36640.0,9832.0,31578.0,400.0,10.85,38.67
SUNPHARMA,Mar 2018,True,6.63,27.1,38314.0,159641.67,10591.67,2542.0,38314.0,10385.0,26489.0,518.0,-16.12,-67.6
SUNPHARMA,Mar 2019,True,7.75,25.39,41409.0,172537.5,13366.67,3208.0,41409.0,10514.0,29066.0,555.0,9.73,26.2
SUNPHARMA,Mar 2020,True,9.22,18.37,45265.0,188604.17,17383.33,4172.0,45265.0,8315.0,32838.0,303.0,12.98,30.05
SUNPHARMA,Mar 2021,True,4.89,8.33,46463.0,193595.83,9466.67,2272.0,46463.0,3869.0,33498.0,141.0,2.01,-45.54
SUNPHARMA,Mar 2022,True,7.06,2.69,48011.0,200045.83,14120.83,3389.0,48011.0,1290.0,38654.0,127.0,15.39,49.16
SUNPHARMA,Mar 2023,True,15.2,12.3,55995.0,233312.5,35470.83,8513.0,55995.0,6886.0,43886.0,172.0,13.54,151.2
SUNPHARMA,Mar 2024,True,15.09,5.14,63667.0,265279.17,40041.67,9610.0,63667.0,3274.0,48497.0,238.0,10.51,12.89
SUNPHARMA,Mar 2025,True,15.18,3.27,72218.0,300908.33,45687.5,10965.0,72218.0,2362.0,52578.0,231.0,8.41,14.1
SUNPHARMA,Mar 2026,True,13.77,5.54,83570.0,348208.33,47954.17,11509.0,83570.0,4627.0,58462.0,339.0,11.19,4.96
SUPREMEIND,Jun 2015,True,26.59,32.45,1211.0,48440.0,12880.0,322.0,1211.0,393.0,4254.0,60.0,,
SUPREMEIND,Mar 2016,True,,31.33,1315.0,52600.0,,,1315.0,412.0,,,,
SUPREMEIND,"Mar 2016
            
            
              9m",False,,,,,,221.0,,0.0,2960.0,32.0,,
SUPREMEIND,Mar 2017,True,25.37,16.46,1695.0,67800.0,17200.0,430.0,1695.0,279.0,4462.0,34.0,,
SUPREMEIND,Mar 2018,True,22.81,13.09,1894.0,75760.0,17280.0,432.0,1894.0,248.0,4969.0,21.0,11.36,0.47
SUPREMEIND,Mar 2019,True,20.84,7.52,2154.0,86160.0,17960.0,449.0,2154.0,162.0,5612.0,26.0,12.94,3.94
SUPREMEIND,Mar 2020,True,20.65,19.5,2261.0,90440.0,18680.0,467.0,2261.0,441.0,5512.0,20.0,-1.78,4.01
SUPREMEIND,Mar 2021,True,30.86,1.2,3169.0,126760.0,39120.0,978.0,3169.0,38.0,6355.0,22.0,15.29,109.42
SUPREMEIND,Mar 2022,True,25.18,1.2,3844.0,153760.0,38720.0,968.0,3844.0,46.0,7773.0,5.0,22.31,-1.02
SUPREMEIND,Mar 2023,True,19.65,1.16,4402.0,176080.0,34600.0,865.0,4402.0,51.0,9202.0,8.0,18.38,-10.64
SUPREMEIND,Mar 2024,True,20.95,1.08,5108.0,204320.0,42800.0,1070.0,5108.0,55.0,10134.0,16.0,10.13,23.7
SUPREMEIND,Mar 2025,True,16.98,1.34,5660.0,226400.0,38440.0,961.0,5660.0,76.0,10446.0,12.0,3.08,-10.19
SUPREMEIND,Mar 2026,True,15.46,1.48,6169.0,246760.0,38160.0,954.0,6169.0,91.0,11218.0,29.0,7.39,-0.73
SUZLON,Mar 2015,True,,,,,,-9133.0,,17811.0,19954.0,2065.0,,
SUZLON,Mar 2016,True,,,,,,583.0,,11414.0,9483.0,1304.0,-52.48,
SUZLON,Mar 2017,True,,,,,,852.0,,11114.0,12714.0,1288.0,34.07,46.14
SUZLON,Mar 2018,True,,,,,,-384.0,,11996.0,8116.0,1581.0,-36.16,-145.07
SUZLON,Mar 2019,True,,,,,,-1537.0,,11552.0,5025.0,1270.0,-38.09,
SUZLON,Mar 2020,True,,,,,,-2692.0,,13210.0,2973.0,1367.0,-40.84,
SUZLON,Mar 2021,True,,,,,,104.0,,6925.0,3346.0,996.0,12.55,
SUZLON,Mar 2022,True,,,,,,-177.0,,6465.0,6582.0,735.0,96.71,-270.19
SUZLON,Mar 2023,True,262.69,176.34,1099.0,447.84,1176.45,2887.0,1099.0,1938.0,5971.0,421.0,-9.28,
SUZLON,Mar 2024,True,16.83,3.83,3921.0,1440.48,242.47,660.0,3921.0,150.0,6529.0,164.0,9.35,-77.14
SUZLON,Mar 2025,True,33.93,5.29,6106.0,2234.99,758.42,2072.0,6106.0,323.0,10890.0,255.0,66.79,213.94
SUZLON,Mar 2026,True,33.42,5.87,9464.0,3447.72,1152.28,3163.0,9464.0,556.0,16732.0,462.0,53.65,52.65
SWIGGY,Mar 2020,True,-132.13,3.0,2966.88,3371454.55,-4454545.45,-3920.0,2966.88,89.0,3468.0,85.0,,
SWIGGY,Mar 2021,True,-93.14,5.36,1736.01,173601000.0,-161700000.0,-1617.0,1736.01,93.0,2547.0,75.0,-26.56,
SWIGGY,Mar 2022,True,,,,,,-3629.0,,16071.0,5705.0,48.0,123.99,
SWIGGY,Mar 2023,True,,,,,,-4179.0,,16162.0,8265.0,58.0,44.87,
SWIGGY,Mar 2024,True,,,,,,-2350.0,,16437.0,11247.0,71.0,36.08,
